run_id,version,target,window_start,window_end,train_games,test_games,total_bets,wins,losses,win_rate,initial_bankroll,final_bankroll,total_roi,max_drawdown,sharpe_ratio,brier_score,auc,avg_edge,min_edge_threshold,kelly_fraction,auc_gate,min_prob,max_bet_frac,auc_gate_fired
86955a59,wf_v2,home_win,2023-06-20 00:00:00,2024-08-30 00:00:00,300,60,17,11,6,0.6471,1000.0,1014.99,0.015,0.2519,0.3542,0.2594,0.6285,0.2035,0.05,0.25,0.58,0.55,0.1,0
0b24eb6e,wf_v2,home_win,2023-07-05 00:00:00,2024-09-11 00:00:00,300,60,12,8,4,0.6667,1000.0,1032.24,0.0322,0.2258,-0.2549,0.2261,0.6635,0.149,0.05,0.25,0.58,0.55,0.1,0
6b6bc851,wf_v2,home_win,2023-07-21 00:00:00,2025-05-17 00:00:00,300,60,20,12,8,0.6,1000.0,921.03,-0.079,0.2432,-0.3687,0.2055,0.7743,0.1429,0.05,0.25,0.58,0.55,0.1,0
eeeafd05,wf_v2,home_win,2023-08-04 00:00:00,2025-05-30 00:00:00,300,60,10,8,2,0.8,1000.0,1105.72,0.1057,0.1471,0.4381,0.2183,0.7414,0.115,0.05,0.25,0.58,0.55,0.1,0
7dc6f0dc,wf_v2,home_win,2023-08-18 00:00:00,2025-06-14 00:00:00,300,60,9,8,1,0.8889,1000.0,1211.49,0.2115,0.1,6.5869,0.2091,0.7398,0.1338,0.05,0.25,0.58,0.55,0.1,0
9f8b969c,wf_v2,home_win,2023-09-01 00:00:00,2025-06-26 00:00:00,300,60,20,17,3,0.85,1000.0,1709.24,0.7092,0.0809,3.5616,0.2363,0.6623,0.1117,0.05,0.25,0.58,0.55,0.1,0
700a4fe8,wf_v2,home_win,2024-05-16 00:00:00,2025-07-09 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2639,0.5494,0.0,0.05,0.25,0.58,0.55,0.1,1
7d4607d1,wf_v2,home_win,2024-05-29 00:00:00,2025-07-25 00:00:00,300,60,12,9,3,0.75,1000.0,1202.34,0.2023,0.1332,0.7637,0.2455,0.5963,0.1638,0.05,0.25,0.58,0.55,0.1,0
5afe5a79,wf_v2,home_win,2024-06-11 00:00:00,2025-08-05 00:00:00,300,60,12,7,5,0.5833,1000.0,858.1,-0.1419,0.2396,-0.7572,0.2578,0.5979,0.1782,0.05,0.25,0.58,0.55,0.1,0
62b22198,wf_v2,home_win,2024-06-23 00:00:00,2025-08-16 00:00:00,300,60,18,11,7,0.6111,1000.0,999.96,-0.0,0.2164,0.2715,0.2248,0.7031,0.1573,0.05,0.25,0.58,0.55,0.1,0
09e4462d,wf_v2,home_win,2024-07-09 00:00:00,2025-08-27 00:00:00,300,60,16,11,5,0.6875,1000.0,1109.54,0.1095,0.1378,0.4021,0.2014,0.7565,0.1311,0.05,0.25,0.58,0.55,0.1,0
864a40d8,wf_v2,home_win,2024-08-17 00:00:00,2025-09-08 00:00:00,300,60,21,15,6,0.7143,1000.0,1218.53,0.2185,0.1807,0.8225,0.1926,0.7738,0.1432,0.05,0.25,0.58,0.55,0.1,0
528a10fd,wf_v2,home_win,2024-08-30 00:00:00,2026-05-14 00:00:00,300,60,24,15,9,0.625,1000.0,1018.11,0.0181,0.3575,0.4144,0.2206,0.7291,0.1779,0.05,0.25,0.58,0.55,0.1,0
9a551126,wf_v2,home_win,2024-09-11 00:00:00,2026-05-27 00:00:00,300,60,23,10,13,0.4348,1000.0,527.89,-0.4721,0.5031,-1.8965,0.2796,0.6019,0.1664,0.05,0.25,0.58,0.55,0.1,0
78cd0ace,wf_v2,home_win,2025-05-18 00:00:00,2026-06-06 00:00:00,300,60,25,18,7,0.72,1000.0,1508.91,0.5089,0.1587,2.1849,0.2268,0.6635,0.1533,0.05,0.25,0.58,0.55,0.1,0
532112c0,wf_v2,total_over,2019-06-06 00:00:00,2021-06-03 00:00:00,300,60,55,31,24,0.5636,1000.0,2131.17,1.1312,0.3331,1.4017,0.2628,0.5939,0.2097,0.05,0.25,0.58,0.55,0.1,0
4e683284,wf_v2,total_over,2019-06-21 00:00:00,2021-06-18 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2614,0.5617,0.0,0.05,0.25,0.58,0.55,0.1,1
520244b4,wf_v2,total_over,2019-07-07 00:00:00,2021-07-04 00:00:00,300,60,46,29,17,0.6304,1000.0,2506.44,1.5064,0.2064,1.7594,0.241,0.6239,0.2152,0.05,0.25,0.58,0.55,0.1,0
e23a3ac1,wf_v2,total_over,2019-07-21 00:00:00,2021-08-19 00:00:00,300,60,60,29,31,0.4833,1000.0,832.54,-0.1675,0.5007,-0.1301,0.2754,0.589,0.1516,0.05,0.25,0.58,0.55,0.1,0
76603faf,wf_v2,total_over,2019-08-11 00:00:00,2021-09-04 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2923,0.5264,0.0,0.05,0.25,0.58,0.55,0.1,1
21fdae99,wf_v2,total_over,2019-08-25 00:00:00,2022-05-06 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2838,0.3569,0.0,0.05,0.25,0.58,0.55,0.1,1
0dfd1678,wf_v2,total_over,2019-09-08 00:00:00,2022-05-20 00:00:00,300,60,29,17,12,0.5862,1000.0,1199.91,0.1999,0.168,0.7609,0.2464,0.6357,0.0793,0.05,0.25,0.58,0.55,0.1,0
24521492,wf_v2,total_over,2020-08-04 00:00:00,2022-06-03 00:00:00,300,60,22,13,9,0.5909,1000.0,1314.13,0.3141,0.1266,1.2299,0.2392,0.6402,0.0886,0.05,0.25,0.58,0.55,0.1,0
394ff6fe,wf_v2,total_over,2020-08-14 00:00:00,2022-06-19 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.266,0.4378,0.0,0.05,0.25,0.58,0.55,0.1,1
e9df21ac,wf_v2,total_over,2020-08-28 00:00:00,2022-07-01 00:00:00,300,60,31,20,11,0.6452,1000.0,1592.05,0.5921,0.2666,1.2483,0.2371,0.6066,0.1314,0.05,0.25,0.58,0.55,0.1,0
6101c426,wf_v2,total_over,2020-09-08 00:00:00,2022-07-17 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2593,0.5379,0.0,0.05,0.25,0.58,0.55,0.1,1
d80b568b,wf_v2,total_over,2021-05-21 00:00:00,2022-08-02 00:00:00,300,60,24,17,7,0.7083,1000.0,1840.58,0.8406,0.0914,2.1614,0.2391,0.5932,0.1258,0.05,0.25,0.58,0.55,0.1,0
088bb99e,wf_v2,total_over,2021-06-04 00:00:00,2022-08-14 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2505,0.4971,0.0,0.05,0.25,0.58,0.55,0.1,1
8647b1e4,wf_v2,total_over,2021-06-19 00:00:00,2023-06-02 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2459,0.5726,0.0,0.05,0.25,0.58,0.55,0.1,1
a5ee10e7,wf_v2,total_over,2021-07-04 00:00:00,2023-06-15 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2444,0.5341,0.0,0.05,0.25,0.58,0.55,0.1,1
82be6e40,wf_v2,total_over,2021-08-20 00:00:00,2023-06-29 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2631,0.5192,0.0,0.05,0.25,0.58,0.55,0.1,1
bb80b5c9,wf_v2,total_over,2021-09-05 00:00:00,2023-07-12 00:00:00,300,60,33,23,10,0.697,1000.0,1706.84,0.7068,0.276,2.2883,0.2266,0.6482,0.1121,0.05,0.25,0.58,0.55,0.1,0
af0fa10a,wf_v2,total_over,2022-05-06 00:00:00,2023-07-30 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2508,0.5283,0.0,0.05,0.25,0.58,0.55,0.1,1
c3e59350,wf_v2,total_over,2022-05-20 00:00:00,2023-08-12 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2611,0.5156,0.0,0.05,0.25,0.58,0.55,0.1,1
cf46b277,wf_v2,total_over,2022-06-05 00:00:00,2023-08-27 00:00:00,300,60,50,26,24,0.52,1000.0,1148.62,0.1486,0.2828,0.6372,0.2636,0.5806,0.1196,0.05,0.25,0.58,0.55,0.1,0
15904ea1,wf_v2,total_over,2022-06-19 00:00:00,2023-09-10 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2587,0.5517,0.0,0.05,0.25,0.58,0.55,0.1,1
8ed79545,wf_v2,total_over,2022-07-02 00:00:00,2024-05-25 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2421,0.5777,0.0,0.05,0.25,0.58,0.55,0.1,1
31001400,wf_v2,total_over,2022-07-17 00:00:00,2024-06-07 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2547,0.5306,0.0,0.05,0.25,0.58,0.55,0.1,1
fa4e9218,wf_v2,total_over,2022-08-02 00:00:00,2024-06-19 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2491,0.5751,0.0,0.05,0.25,0.58,0.55,0.1,1
671ca6bb,wf_v2,total_over,2022-08-14 00:00:00,2024-07-04 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2488,0.5707,0.0,0.05,0.25,0.58,0.55,0.1,1
254f5519,wf_v2,total_over,2023-06-02 00:00:00,2024-07-16 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.257,0.4174,0.0,0.05,0.25,0.58,0.55,0.1,1
326bdd52,wf_v2,total_over,2023-06-15 00:00:00,2024-08-26 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2466,0.4721,0.0,0.05,0.25,0.58,0.55,0.1,1
43df9972,wf_v2,total_over,2023-06-29 00:00:00,2024-09-07 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2469,0.5456,0.0,0.05,0.25,0.58,0.55,0.1,1
b42d0512,wf_v2,total_over,2023-07-12 00:00:00,2024-09-19 00:00:00,300,60,20,16,4,0.8,1000.0,2669.31,1.6693,0.0906,3.8201,0.2039,0.7508,0.1753,0.05,0.25,0.58,0.55,0.1,0
1dfcc877,wf_v2,total_over,2023-07-30 00:00:00,2025-05-25 00:00:00,300,60,20,12,8,0.6,1000.0,1244.46,0.2445,0.3439,0.6261,0.2409,0.7063,0.2605,0.05,0.25,0.58,0.55,0.1,0
5b720524,wf_v2,total_over,2023-08-12 00:00:00,2025-06-08 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2716,0.5634,0.0,0.05,0.25,0.58,0.55,0.1,1
9fb4b66f,wf_v2,total_over,2023-08-27 00:00:00,2025-06-22 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2613,0.475,0.0,0.05,0.25,0.58,0.55,0.1,1
f1d57a55,wf_v2,total_over,2023-09-10 00:00:00,2025-07-06 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2889,0.4191,0.0,0.05,0.25,0.58,0.55,0.1,1
a40fc947,wf_v2,total_over,2024-05-25 00:00:00,2025-07-22 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2626,0.5312,0.0,0.05,0.25,0.58,0.55,0.1,1
0421219e,wf_v2,total_over,2024-06-07 00:00:00,2025-08-01 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2506,0.5584,0.0,0.05,0.25,0.58,0.55,0.1,1
12366466,wf_v2,total_over,2024-06-20 00:00:00,2025-08-12 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2604,0.5222,0.0,0.05,0.25,0.58,0.55,0.1,1
437fb3af,wf_v2,total_over,2024-07-04 00:00:00,2025-08-23 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2745,0.5083,0.0,0.05,0.25,0.58,0.55,0.1,1
c453e70c,wf_v2,total_over,2024-07-17 00:00:00,2025-09-04 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2487,0.5289,0.0,0.05,0.25,0.58,0.55,0.1,1
57ad31ce,wf_v2,total_over,2024-08-26 00:00:00,2026-05-10 00:00:00,300,60,18,12,6,0.6667,1000.0,1466.96,0.467,0.1998,1.4012,0.2449,0.5853,0.1474,0.05,0.25,0.58,0.55,0.1,0
e6bad7f2,wf_v2,total_over,2024-09-08 00:00:00,2026-05-22 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2554,0.5061,0.0,0.05,0.25,0.58,0.55,0.1,1
77a0c190,wf_v2,total_over,2024-09-19 00:00:00,2026-06-03 00:00:00,300,60,16,12,4,0.75,1000.0,1425.15,0.4251,0.0507,2.2725,0.2368,0.591,0.081,0.05,0.25,0.58,0.55,0.1,0
714c7e60,wf_v2,total_over,2025-05-27 00:00:00,2026-06-13 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2573,0.4903,0.0,0.05,0.25,0.58,0.55,0.1,1
