run_id,version,target,window_start,window_end,train_games,test_games,total_bets,wins,losses,win_rate,initial_bankroll,final_bankroll,total_roi,max_drawdown,sharpe_ratio,brier_score,auc,avg_edge,min_edge_threshold,kelly_fraction,auc_gate,min_prob,max_bet_frac,auc_gate_fired
aff8b72e,wf_v2,home_win,2020-09-01 00:00:00,2022-07-06 00:00:00,300,60,6,5,1,0.8333,1000.0,1079.99,0.08,0.0972,16.3052,0.2403,0.6244,0.1167,0.05,0.25,0.58,0.55,0.1,0
7bdb5f24,wf_v2,home_win,2020-09-12 00:00:00,2022-07-22 00:00:00,300,60,14,9,5,0.6429,1000.0,1028.71,0.0287,0.1449,0.0716,0.2185,0.6936,0.0999,0.05,0.25,0.58,0.55,0.1,0
0ffffde6,wf_v2,home_win,2021-05-25 00:00:00,2022-08-05 00:00:00,300,60,12,9,3,0.75,1000.0,1061.89,0.0619,0.1382,0.3474,0.2047,0.7346,0.1064,0.05,0.25,0.58,0.55,0.1,0
a9a31f15,wf_v2,home_win,2021-06-09 00:00:00,2023-05-20 00:00:00,300,60,19,13,6,0.6842,1000.0,1231.77,0.2318,0.1008,0.8279,0.2107,0.7166,0.1217,0.05,0.25,0.58,0.55,0.1,0
e77200a6,wf_v2,home_win,2021-06-24 00:00:00,2023-06-06 00:00:00,300,60,29,19,10,0.6552,1000.0,1136.21,0.1362,0.1526,0.4761,0.2015,0.7681,0.1318,0.05,0.25,0.58,0.55,0.1,0
65716277,wf_v2,home_win,2021-07-11 00:00:00,2023-06-20 00:00:00,300,60,31,19,12,0.6129,1000.0,996.44,-0.0036,0.2916,0.0568,0.2463,0.6657,0.1328,0.05,0.25,0.58,0.55,0.1,0
a55f1fa9,wf_v2,home_win,2021-08-25 00:00:00,2023-07-02 00:00:00,300,60,21,14,7,0.6667,1000.0,1202.36,0.2024,0.1775,0.8282,0.2351,0.6261,0.1209,0.05,0.25,0.58,0.55,0.1,0
d68a4e50,wf_v2,home_win,2021-09-11 00:00:00,2023-07-20 00:00:00,300,60,11,7,4,0.6364,1000.0,986.26,-0.0137,0.1,0.2038,0.2194,0.716,0.1162,0.05,0.25,0.58,0.55,0.1,0
9bb176b9,wf_v2,home_win,2022-05-11 00:00:00,2023-08-03 00:00:00,300,60,13,11,2,0.8462,1000.0,1347.19,0.3472,0.122,1.482,0.2045,0.7411,0.1582,0.05,0.25,0.58,0.55,0.1,0
09c5601e,wf_v2,home_win,2022-05-25 00:00:00,2023-08-18 00:00:00,300,60,19,12,7,0.6316,1000.0,1002.66,0.0027,0.2474,0.4457,0.236,0.6655,0.205,0.05,0.25,0.58,0.55,0.1,0
f965ef34,wf_v2,home_win,2022-06-10 00:00:00,2023-09-01 00:00:00,300,60,15,7,8,0.4667,1000.0,788.87,-0.2111,0.2551,-0.5218,0.2594,0.6055,0.1653,0.05,0.25,0.58,0.55,0.1,0
b7ec6dc5,wf_v2,home_win,2022-06-23 00:00:00,2024-05-15 00:00:00,300,60,15,9,6,0.6,1000.0,980.04,-0.02,0.1613,0.4883,0.2216,0.7243,0.1498,0.05,0.25,0.58,0.55,0.1,0
c3de15b3,wf_v2,home_win,2022-07-06 00:00:00,2024-05-29 00:00:00,300,60,20,14,6,0.7,1000.0,997.98,-0.002,0.2322,-0.2387,0.2132,0.7171,0.1777,0.05,0.25,0.58,0.55,0.1,0
77fe3871,wf_v2,home_win,2022-07-22 00:00:00,2024-06-10 00:00:00,300,60,21,13,8,0.619,1000.0,866.16,-0.1338,0.2665,-0.5825,0.2518,0.6616,0.1489,0.05,0.25,0.58,0.55,0.1,0
d729e74c,wf_v2,home_win,2022-08-06 00:00:00,2024-06-23 00:00:00,300,60,9,9,0,1.0,1000.0,1426.72,0.4267,0.0,6.3316,0.2319,0.6561,0.1249,0.05,0.25,0.58,0.55,0.1,0
c95eac62,wf_v2,home_win,2023-05-21 00:00:00,2024-07-07 00:00:00,300,60,12,10,2,0.8333,1000.0,1421.3,0.4213,0.0612,3.6262,0.2159,0.7135,0.1314,0.05,0.25,0.58,0.55,0.1,0
1eda8ba0,wf_v2,home_win,2023-06-06 00:00:00,2024-08-17 00:00:00,300,60,14,11,3,0.7857,1000.0,1603.57,0.6036,0.1038,1.4871,0.2179,0.7572,0.1971,0.05,0.25,0.58,0.55,0.1,0
437b17c0,wf_v2,home_win,2023-06-20 00:00:00,2024-08-30 00:00:00,300,60,17,11,6,0.6471,1000.0,1014.99,0.015,0.2519,0.3542,0.2594,0.6285,0.2035,0.05,0.25,0.58,0.55,0.1,0
923dad1a,wf_v2,home_win,2023-07-05 00:00:00,2024-09-11 00:00:00,300,60,12,8,4,0.6667,1000.0,1032.24,0.0322,0.2258,-0.2549,0.2261,0.6635,0.149,0.05,0.25,0.58,0.55,0.1,0
db2a3809,wf_v2,total_over,2019-06-06 00:00:00,2021-06-03 00:00:00,300,60,55,31,24,0.5636,1000.0,2131.17,1.1312,0.3331,1.4017,0.2628,0.5939,0.2097,0.05,0.25,0.58,0.55,0.1,0
5eda7c23,wf_v2,total_over,2019-06-21 00:00:00,2021-06-18 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2614,0.5617,0.0,0.05,0.25,0.58,0.55,0.1,1
f798c891,wf_v2,total_over,2019-07-07 00:00:00,2021-07-04 00:00:00,300,60,46,29,17,0.6304,1000.0,2506.44,1.5064,0.2064,1.7594,0.241,0.6239,0.2152,0.05,0.25,0.58,0.55,0.1,0
c1d3dd2d,wf_v2,total_over,2019-07-21 00:00:00,2021-08-19 00:00:00,300,60,60,29,31,0.4833,1000.0,832.54,-0.1675,0.5007,-0.1301,0.2754,0.589,0.1516,0.05,0.25,0.58,0.55,0.1,0
eac86bae,wf_v2,total_over,2019-08-11 00:00:00,2021-09-04 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2923,0.5264,0.0,0.05,0.25,0.58,0.55,0.1,1
c228bf57,wf_v2,total_over,2019-08-25 00:00:00,2022-05-06 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2838,0.3569,0.0,0.05,0.25,0.58,0.55,0.1,1
fe97682c,wf_v2,total_over,2019-09-08 00:00:00,2022-05-20 00:00:00,300,60,29,17,12,0.5862,1000.0,1199.91,0.1999,0.168,0.7609,0.2464,0.6357,0.0793,0.05,0.25,0.58,0.55,0.1,0
531e857f,wf_v2,total_over,2020-08-04 00:00:00,2022-06-03 00:00:00,300,60,22,13,9,0.5909,1000.0,1314.13,0.3141,0.1266,1.2299,0.2392,0.6402,0.0886,0.05,0.25,0.58,0.55,0.1,0
119eb186,wf_v2,total_over,2020-08-14 00:00:00,2022-06-19 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.266,0.4378,0.0,0.05,0.25,0.58,0.55,0.1,1
a529c2b2,wf_v2,total_over,2020-08-28 00:00:00,2022-07-01 00:00:00,300,60,31,20,11,0.6452,1000.0,1592.05,0.5921,0.2666,1.2483,0.2371,0.6066,0.1314,0.05,0.25,0.58,0.55,0.1,0
db36ef68,wf_v2,total_over,2020-09-08 00:00:00,2022-07-17 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2593,0.5379,0.0,0.05,0.25,0.58,0.55,0.1,1
eb8e318a,wf_v2,total_over,2021-05-21 00:00:00,2022-08-02 00:00:00,300,60,24,17,7,0.7083,1000.0,1840.58,0.8406,0.0914,2.1614,0.2391,0.5932,0.1258,0.05,0.25,0.58,0.55,0.1,0
8d7d82d1,wf_v2,total_over,2021-06-04 00:00:00,2022-08-14 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2505,0.4971,0.0,0.05,0.25,0.58,0.55,0.1,1
22c3dde5,wf_v2,total_over,2021-06-19 00:00:00,2023-06-02 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2459,0.5726,0.0,0.05,0.25,0.58,0.55,0.1,1
0dc9773a,wf_v2,total_over,2021-07-04 00:00:00,2023-06-15 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2444,0.5341,0.0,0.05,0.25,0.58,0.55,0.1,1
f2c070dc,wf_v2,total_over,2021-08-20 00:00:00,2023-06-29 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2631,0.5192,0.0,0.05,0.25,0.58,0.55,0.1,1
a489df78,wf_v2,total_over,2021-09-05 00:00:00,2023-07-12 00:00:00,300,60,33,23,10,0.697,1000.0,1706.84,0.7068,0.276,2.2883,0.2266,0.6482,0.1121,0.05,0.25,0.58,0.55,0.1,0
9f2de14f,wf_v2,total_over,2022-05-06 00:00:00,2023-07-30 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2508,0.5283,0.0,0.05,0.25,0.58,0.55,0.1,1
98a3fda0,wf_v2,total_over,2022-05-20 00:00:00,2023-08-12 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2611,0.5156,0.0,0.05,0.25,0.58,0.55,0.1,1
1c18a560,wf_v2,total_over,2022-06-05 00:00:00,2023-08-27 00:00:00,300,60,50,26,24,0.52,1000.0,1148.62,0.1486,0.2828,0.6372,0.2636,0.5806,0.1196,0.05,0.25,0.58,0.55,0.1,0
35eacbef,wf_v2,total_over,2022-06-19 00:00:00,2023-09-10 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2587,0.5517,0.0,0.05,0.25,0.58,0.55,0.1,1
e1318181,wf_v2,total_over,2022-07-02 00:00:00,2024-05-25 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2421,0.5777,0.0,0.05,0.25,0.58,0.55,0.1,1
3cc4aaa5,wf_v2,total_over,2022-07-17 00:00:00,2024-06-07 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2547,0.5306,0.0,0.05,0.25,0.58,0.55,0.1,1
2b9f89ce,wf_v2,total_over,2022-08-02 00:00:00,2024-06-19 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2491,0.5751,0.0,0.05,0.25,0.58,0.55,0.1,1
5c013697,wf_v2,total_over,2022-08-14 00:00:00,2024-07-04 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2488,0.5707,0.0,0.05,0.25,0.58,0.55,0.1,1
34a96993,wf_v2,total_over,2023-06-02 00:00:00,2024-07-16 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.257,0.4174,0.0,0.05,0.25,0.58,0.55,0.1,1
1c532381,wf_v2,total_over,2023-06-15 00:00:00,2024-08-26 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2466,0.4721,0.0,0.05,0.25,0.58,0.55,0.1,1
03ae548f,wf_v2,total_over,2023-06-29 00:00:00,2024-09-07 00:00:00,300,60,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2469,0.5456,0.0,0.05,0.25,0.58,0.55,0.1,1
16524600,wf_v2,total_over,2023-07-12 00:00:00,2024-09-19 00:00:00,300,60,20,16,4,0.8,1000.0,2669.31,1.6693,0.0906,3.8201,0.2039,0.7508,0.1753,0.05,0.25,0.58,0.55,0.1,0
