run_id,version,target,window_start,window_end,train_games,test_games,total_bets,wins,losses,win_rate,initial_bankroll,final_bankroll,total_roi,max_drawdown,sharpe_ratio,brier_score,auc,avg_edge,min_edge_threshold,kelly_fraction,auc_gate,min_prob,max_bet_frac,auc_gate_fired
15a99dfb,wf_v2,home_win,2020-09-08 00:00:00,2022-05-20 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2752,0.5677,0.0,0.05,0.25,0.58,0.55,0.1,1
97c739e9,wf_v2,home_win,2021-05-15 00:00:00,2022-05-31 00:00:00,200,40,7,5,2,0.7143,1000.0,987.17,-0.0128,0.1542,-0.2269,0.2122,0.7782,0.1414,0.05,0.25,0.58,0.55,0.1,0
ace39343,wf_v2,home_win,2021-05-25 00:00:00,2022-06-08 00:00:00,200,40,13,11,2,0.8462,1000.0,1322.24,0.3222,0.1499,2.4874,0.2146,0.6923,0.125,0.05,0.25,0.58,0.55,0.1,0
acc1ef11,wf_v2,home_win,2021-06-04 00:00:00,2022-06-19 00:00:00,200,40,8,6,2,0.75,1000.0,1047.67,0.0477,0.1042,0.2079,0.2135,0.6925,0.1069,0.05,0.25,0.58,0.55,0.1,0
1be162eb,wf_v2,home_win,2021-06-15 00:00:00,2022-06-27 00:00:00,200,40,17,8,9,0.4706,1000.0,811.21,-0.1888,0.2369,-0.3262,0.273,0.5833,0.1631,0.05,0.25,0.58,0.55,0.1,0
34108999,wf_v2,home_win,2021-06-24 00:00:00,2022-07-06 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2728,0.5267,0.0,0.05,0.25,0.58,0.55,0.1,1
e4ec76e9,wf_v2,home_win,2021-07-04 00:00:00,2022-07-17 00:00:00,200,40,8,7,1,0.875,1000.0,1121.94,0.1219,0.1,0.8364,0.2105,0.73,0.1094,0.05,0.25,0.58,0.55,0.1,0
ad5bd8ef,wf_v2,home_win,2021-08-15 00:00:00,2022-07-28 00:00:00,200,40,12,9,3,0.75,1000.0,1128.66,0.1287,0.1445,0.5966,0.2084,0.7475,0.1031,0.05,0.25,0.58,0.55,0.1,0
25aca0fe,wf_v2,home_win,2021-08-25 00:00:00,2022-08-05 00:00:00,200,40,10,10,0,1.0,1000.0,1393.6,0.3936,0.0,11.0796,0.2394,0.7023,0.1084,0.05,0.25,0.58,0.55,0.1,0
2d7a306c,wf_v2,home_win,2021-09-05 00:00:00,2022-08-14 00:00:00,200,40,13,10,3,0.7692,1000.0,1282.62,0.2826,0.1482,1.2364,0.212,0.6969,0.1173,0.05,0.25,0.58,0.55,0.1,0
1e886dae,wf_v2,home_win,2021-09-17 00:00:00,2023-05-27 00:00:00,200,40,19,12,7,0.6316,1000.0,1097.29,0.0973,0.1717,0.4056,0.2022,0.8195,0.1067,0.05,0.25,0.58,0.55,0.1,0
5ee12b23,wf_v2,home_win,2022-05-11 00:00:00,2023-06-06 00:00:00,200,40,13,9,4,0.6923,1000.0,1030.74,0.0307,0.1657,0.0945,0.2002,0.7694,0.0992,0.05,0.25,0.58,0.55,0.1,0
d9f30f41,wf_v2,home_win,2022-05-20 00:00:00,2023-06-15 00:00:00,200,40,15,9,6,0.6,1000.0,794.59,-0.2054,0.2453,-1.057,0.2726,0.6203,0.1345,0.05,0.25,0.58,0.55,0.1,0
b946e18c,wf_v2,home_win,2022-05-31 00:00:00,2023-06-24 00:00:00,200,40,11,6,5,0.5455,1000.0,904.62,-0.0954,0.1873,-0.6511,0.2392,0.6376,0.1354,0.05,0.25,0.58,0.55,0.1,0
46e34e08,wf_v2,home_win,2022-06-10 00:00:00,2023-07-02 00:00:00,200,40,11,8,3,0.7273,1000.0,1149.83,0.1498,0.1183,0.7797,0.2144,0.6816,0.1203,0.05,0.25,0.58,0.55,0.1,0
92c90c10,wf_v2,home_win,2022-06-19 00:00:00,2023-07-12 00:00:00,200,40,6,6,0,1.0,1000.0,1361.94,0.3619,0.0,7.3017,0.2123,0.7047,0.1718,0.05,0.25,0.58,0.55,0.1,0
5a1501e5,wf_v2,home_win,2022-06-27 00:00:00,2023-07-25 00:00:00,200,40,12,11,1,0.9167,1000.0,1861.93,0.8619,0.0548,4.2844,0.1651,0.8478,0.1742,0.05,0.25,0.58,0.55,0.1,0
e05e757c,wf_v2,home_win,2022-07-06 00:00:00,2023-08-03 00:00:00,200,40,12,9,3,0.75,1000.0,1445.99,0.446,0.1472,1.3711,0.2021,0.7609,0.2064,0.05,0.25,0.58,0.55,0.1,0
0e63957c,wf_v2,home_win,2022-07-17 00:00:00,2023-08-12 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2659,0.5518,0.0,0.05,0.25,0.58,0.55,0.1,1
f43cb2af,wf_v2,home_win,2022-07-29 00:00:00,2023-08-22 00:00:00,200,40,10,4,6,0.4,1000.0,676.92,-0.3231,0.3299,-1.2166,0.2779,0.6061,0.2228,0.05,0.25,0.58,0.55,0.1,0
27a6670f,wf_v2,home_win,2022-08-06 00:00:00,2023-09-01 00:00:00,200,40,5,2,3,0.4,1000.0,875.58,-0.1244,0.1473,-1.7124,0.2429,0.6578,0.1197,0.05,0.25,0.58,0.55,0.1,0
86ac5dc1,wf_v2,home_win,2022-08-14 00:00:00,2023-09-10 00:00:00,200,40,8,6,2,0.75,1000.0,1247.86,0.2479,0.1351,2.692,0.1978,0.7644,0.1856,0.05,0.25,0.58,0.55,0.1,0
0d1c4239,wf_v2,home_win,2023-05-27 00:00:00,2024-05-20 00:00:00,200,40,8,5,3,0.625,1000.0,1016.08,0.0161,0.1296,-0.2819,0.1978,0.7803,0.1366,0.05,0.25,0.58,0.55,0.1,0
26f545b1,wf_v2,home_win,2023-06-06 00:00:00,2024-05-29 00:00:00,200,40,11,8,3,0.7273,1000.0,991.63,-0.0084,0.147,0.7621,0.2411,0.6504,0.1275,0.05,0.25,0.58,0.55,0.1,0
86682661,wf_v2,home_win,2023-06-15 00:00:00,2024-06-07 00:00:00,200,40,14,10,4,0.7143,1000.0,1010.64,0.0106,0.1681,0.6487,0.2189,0.7306,0.1652,0.05,0.25,0.58,0.55,0.1,0
27f20da1,wf_v2,home_win,2023-06-25 00:00:00,2024-06-15 00:00:00,200,40,9,4,5,0.4444,1000.0,980.86,-0.0191,0.1957,-0.3427,0.2442,0.6203,0.1191,0.05,0.25,0.58,0.55,0.1,0
43a2ad6e,wf_v2,home_win,2023-07-05 00:00:00,2024-06-23 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2769,0.4786,0.0,0.05,0.25,0.58,0.55,0.1,1
59d007d3,wf_v2,home_win,2023-07-12 00:00:00,2024-07-04 00:00:00,200,40,13,12,1,0.9231,1000.0,1664.89,0.6649,0.036,3.0967,0.2018,0.8255,0.1012,0.05,0.25,0.58,0.55,0.1,0
68e6521d,wf_v2,home_win,2023-07-25 00:00:00,2024-07-12 00:00:00,200,40,13,9,4,0.6923,1000.0,1383.78,0.3838,0.1806,0.9115,0.2053,0.7399,0.145,0.05,0.25,0.58,0.55,0.1,0
8174e6cf,wf_v2,home_win,2023-08-04 00:00:00,2024-08-17 00:00:00,200,40,13,10,3,0.7692,1000.0,1219.41,0.2194,0.1,1.6211,0.2305,0.6917,0.2186,0.05,0.25,0.58,0.55,0.1,0
62aee59b,wf_v2,home_win,2023-08-12 00:00:00,2024-08-26 00:00:00,200,40,12,6,6,0.5,1000.0,922.15,-0.0779,0.1307,-0.4436,0.2622,0.5852,0.1864,0.05,0.25,0.58,0.55,0.1,0
15ec642d,wf_v2,home_win,2023-08-23 00:00:00,2024-09-03 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2716,0.5501,0.0,0.05,0.25,0.58,0.55,0.1,1
81a0ee46,wf_v2,home_win,2023-09-01 00:00:00,2024-09-11 00:00:00,200,40,4,3,1,0.75,1000.0,1034.55,0.0345,0.0643,0.0844,0.2158,0.7273,0.0964,0.05,0.25,0.58,0.55,0.1,0
aabb39c2,wf_v2,home_win,2023-09-10 00:00:00,2024-09-19 00:00:00,200,40,5,3,2,0.6,1000.0,996.99,-0.003,0.064,-0.215,0.2024,0.875,0.0907,0.05,0.25,0.58,0.55,0.1,0
102c7f4f,wf_v2,total_over,2019-06-06 00:00:00,2020-08-14 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.27,0.4143,0.0,0.05,0.25,0.58,0.55,0.1,1
9d61d362,wf_v2,total_over,2019-06-15 00:00:00,2020-08-22 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2234,0.5271,0.0,0.05,0.25,0.58,0.55,0.1,1
7a43dd47,wf_v2,total_over,2019-06-26 00:00:00,2020-09-01 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2135,0.5714,0.0,0.05,0.25,0.58,0.55,0.1,1
0923381d,wf_v2,total_over,2019-07-07 00:00:00,2020-09-08 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.232,0.5285,0.0,0.05,0.25,0.58,0.55,0.1,1
5589678d,wf_v2,total_over,2019-07-17 00:00:00,2021-05-14 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2743,0.3571,0.0,0.05,0.25,0.58,0.55,0.1,1
f9509852,wf_v2,total_over,2019-07-31 00:00:00,2021-05-25 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.257,0.4949,0.0,0.05,0.25,0.58,0.55,0.1,1
dbf32882,wf_v2,total_over,2019-08-11 00:00:00,2021-06-03 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2592,0.4527,0.0,0.05,0.25,0.58,0.55,0.1,1
11eb73c3,wf_v2,total_over,2019-08-20 00:00:00,2021-06-13 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2631,0.4003,0.0,0.05,0.25,0.58,0.55,0.1,1
47675e85,wf_v2,total_over,2019-08-29 00:00:00,2021-06-24 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2438,0.5619,0.0,0.05,0.25,0.58,0.55,0.1,1
03610776,wf_v2,total_over,2019-09-08 00:00:00,2021-07-04 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2638,0.5101,0.0,0.05,0.25,0.58,0.55,0.1,1
57f6554c,wf_v2,total_over,2020-07-31 00:00:00,2021-08-15 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2655,0.3622,0.0,0.05,0.25,0.58,0.55,0.1,1
44ad8333,wf_v2,total_over,2020-08-08 00:00:00,2021-08-24 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2682,0.5657,0.0,0.05,0.25,0.58,0.55,0.1,1
9464b55d,wf_v2,total_over,2020-08-14 00:00:00,2021-09-04 00:00:00,200,40,36,12,24,0.3333,1000.0,623.74,-0.3763,0.4029,-1.3017,0.2816,0.6126,0.099,0.05,0.25,0.58,0.55,0.1,0
c53185e4,wf_v2,total_over,2020-08-22 00:00:00,2021-09-17 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.28,0.4131,0.0,0.05,0.25,0.58,0.55,0.1,1
cbb4a91a,wf_v2,total_over,2020-09-01 00:00:00,2022-05-11 00:00:00,200,40,2,1,1,0.5,1000.0,1018.93,0.0189,0.0395,-55798809.5093,0.2415,0.5977,0.1002,0.05,0.25,0.58,0.55,0.1,0
a8f8f31f,wf_v2,total_over,2020-09-08 00:00:00,2022-05-20 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2827,0.4687,0.0,0.05,0.25,0.58,0.55,0.1,1
dd1aa695,wf_v2,total_over,2021-05-15 00:00:00,2022-05-31 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2785,0.4604,0.0,0.05,0.25,0.58,0.55,0.1,1
2506e8a6,wf_v2,total_over,2021-05-25 00:00:00,2022-06-08 00:00:00,200,40,7,6,1,0.8571,1000.0,1256.28,0.2563,0.0302,2.7019,0.2317,0.7005,0.0843,0.05,0.25,0.58,0.55,0.1,0
cddeff12,wf_v2,total_over,2021-06-04 00:00:00,2022-06-19 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2572,0.4236,0.0,0.05,0.25,0.58,0.55,0.1,1
17870bd2,wf_v2,total_over,2021-06-15 00:00:00,2022-06-27 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2513,0.5417,0.0,0.05,0.25,0.58,0.55,0.1,1
ccecfdc1,wf_v2,total_over,2021-06-24 00:00:00,2022-07-06 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2555,0.4825,0.0,0.05,0.25,0.58,0.55,0.1,1
d296a0d2,wf_v2,total_over,2021-07-04 00:00:00,2022-07-17 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.257,0.5053,0.0,0.05,0.25,0.58,0.55,0.1,1
03d3505a,wf_v2,total_over,2021-08-15 00:00:00,2022-07-28 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2348,0.5327,0.0,0.05,0.25,0.58,0.55,0.1,1
a456fb75,wf_v2,total_over,2021-08-25 00:00:00,2022-08-05 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2672,0.4719,0.0,0.05,0.25,0.58,0.55,0.1,1
55b84371,wf_v2,total_over,2021-09-05 00:00:00,2022-08-14 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2579,0.4015,0.0,0.05,0.25,0.58,0.55,0.1,1
6c23f5e4,wf_v2,total_over,2021-09-17 00:00:00,2023-05-27 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2546,0.5195,0.0,0.05,0.25,0.58,0.55,0.1,1
ceddf30a,wf_v2,total_over,2022-05-11 00:00:00,2023-06-06 00:00:00,200,40,28,18,10,0.6429,1000.0,1735.6,0.7356,0.2228,1.5081,0.2337,0.6016,0.1428,0.05,0.25,0.58,0.55,0.1,0
3f1da061,wf_v2,total_over,2022-05-20 00:00:00,2023-06-15 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2477,0.444,0.0,0.05,0.25,0.58,0.55,0.1,1
9889b14b,wf_v2,total_over,2022-05-31 00:00:00,2023-06-24 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2763,0.4925,0.0,0.05,0.25,0.58,0.55,0.1,1
e88be036,wf_v2,total_over,2022-06-10 00:00:00,2023-07-02 00:00:00,200,40,27,14,13,0.5185,1000.0,1168.41,0.1684,0.4252,0.8341,0.2518,0.6153,0.2061,0.05,0.25,0.58,0.55,0.1,0
9da844fc,wf_v2,total_over,2022-06-19 00:00:00,2023-07-12 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.257,0.5142,0.0,0.05,0.25,0.58,0.55,0.1,1
ab157241,wf_v2,total_over,2022-06-27 00:00:00,2023-07-25 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2556,0.5332,0.0,0.05,0.25,0.58,0.55,0.1,1
c32dc706,wf_v2,total_over,2022-07-06 00:00:00,2023-08-03 00:00:00,200,40,29,17,12,0.5862,1000.0,1328.17,0.3282,0.2004,0.7262,0.2507,0.6566,0.1688,0.05,0.25,0.58,0.55,0.1,0
5a7926d9,wf_v2,total_over,2022-07-17 00:00:00,2023-08-12 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2825,0.4962,0.0,0.05,0.25,0.58,0.55,0.1,1
80b53d2e,wf_v2,total_over,2022-07-29 00:00:00,2023-08-22 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.276,0.5414,0.0,0.05,0.25,0.58,0.55,0.1,1
8d54d22b,wf_v2,total_over,2022-08-06 00:00:00,2023-09-01 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2709,0.5253,0.0,0.05,0.25,0.58,0.55,0.1,1
fc730407,wf_v2,total_over,2022-08-14 00:00:00,2023-09-10 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2692,0.4271,0.0,0.05,0.25,0.58,0.55,0.1,1
db628f40,wf_v2,total_over,2023-05-27 00:00:00,2024-05-20 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2701,0.419,0.0,0.05,0.25,0.58,0.55,0.1,1
a1955254,wf_v2,total_over,2023-06-06 00:00:00,2024-05-29 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2734,0.4596,0.0,0.05,0.25,0.58,0.55,0.1,1
339e225e,wf_v2,total_over,2023-06-15 00:00:00,2024-06-07 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2829,0.4604,0.0,0.05,0.25,0.58,0.55,0.1,1
e227031b,wf_v2,total_over,2023-06-25 00:00:00,2024-06-15 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.3202,0.2826,0.0,0.05,0.25,0.58,0.55,0.1,1
8182cd26,wf_v2,total_over,2023-07-05 00:00:00,2024-06-23 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2483,0.5703,0.0,0.05,0.25,0.58,0.55,0.1,1
a3064dff,wf_v2,total_over,2023-07-12 00:00:00,2024-07-04 00:00:00,200,40,4,2,2,0.5,1000.0,991.59,-0.0084,0.0589,-0.8953,0.2448,0.6458,0.0564,0.05,0.25,0.58,0.55,0.1,0
a8ded110,wf_v2,total_over,2023-07-25 00:00:00,2024-07-12 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2552,0.5764,0.0,0.05,0.25,0.58,0.55,0.1,1
8290742f,wf_v2,total_over,2023-08-04 00:00:00,2024-08-17 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2486,0.5657,0.0,0.05,0.25,0.58,0.55,0.1,1
ff217c34,wf_v2,total_over,2023-08-12 00:00:00,2024-08-26 00:00:00,200,40,9,8,1,0.8889,1000.0,1502.89,0.5029,0.0251,3.4507,0.2311,0.688,0.1064,0.05,0.25,0.58,0.55,0.1,0
287bfb0e,wf_v2,total_over,2023-08-23 00:00:00,2024-09-03 00:00:00,200,40,0,0,0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.2561,0.5602,0.0,0.05,0.25,0.58,0.55,0.1,1
72c46551,wf_v2,total_over,2023-09-01 00:00:00,2024-09-11 00:00:00,200,40,18,12,6,0.6667,1000.0,1458.95,0.459,0.152,1.1728,0.2547,0.5902,0.1448,0.05,0.25,0.58,0.55,0.1,0
3bc0f54e,wf_v2,total_over,2023-09-10 00:00:00,2024-09-19 00:00:00,200,40,12,9,3,0.75,1000.0,1642.77,0.6428,0.1091,1.9443,0.2012,0.7656,0.2029,0.05,0.25,0.58,0.55,0.1,0
